xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Begriff	Top_1	Top_3	Top_5
PK00764	Karst-ausgemachter	Karstausgemachter	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Feuerwasser; Kurzer
PK00772	Karsten-wasser, Karst-wasser	Karstenwasser, Karstwasser	Substantiv	-	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Feuerwasser; Kurzer
PK01068	Kathreiner-brühe	Kathreinerbrühe	Substantiv	-	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Lorke; Geschlapp; Plämpe	Brühe; Lorke; Plämpe; Lurke; Gesöff; Geschlapp	Brühe; Lorke; Plämpe; Plörre; Plempe; Lurke; Geschlapp; Gesöff; Plampel
PK01779	Kikerikik, Kikeres, Kikeriki, Kikeres	Kikerikik, Kikeres, Kikeriki	Substantiv	3	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Gänsewein; Porter
PK01996	Kippen	Kippen	Substantiv	3	Rest im Bierglas	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Leichtbier	Bier; Kellerbier; Leichtbier; Starkbier; Braunbier
PK02086	Kirbe-wein	Kirbewein	Substantiv	2	saurer, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Weinwarm	Wein; Landwein; Weinwarm; Most; Porter
PK02235	Kirsch	Kirsch	Substantiv	-	Kirschbranntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Kirschgeist	Kirschgeist; Kirsch; Kirschwasser	Kirschgeist; Kirsch; Kirschwasser; Punsch; Marillenschnaps; Marillenbrand; Schokoladentrank; Obstschnaps
PK02277	Kirschen-saft, Kirsch-saft	Kirschensaft, Kirschsaft	Substantiv	2	Saft aus Kirschen	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Fruchtsaft; Obstsaft; Saft	Fruchtsaft; Saft	Fruchtsaft; Obstsaft; Saft; Karottensaft; Kirschgeist	Fruchtsaft; Obstsaft; Saft; Gemüsesaft; Karottensaft; O-Saft; Kirschgeist; Zuckersaft
PK02278	Kirschen-schnaps, Kirsch-schnaps	Kirschenschnaps, Kirschschnaps	Substantiv	-	Branntwein aus Kirschen und Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Kirschwasser	Kirschwasser; Kirschgeist; Kirsch	Kirschwasser; Kirschgeist; Kirsch; Schokoladentrank; Aprikosenschnaps; Kornbranntwein; Schnaps
PK02285	Kirschen-wasser, Kirsch-wasser	Kirschenwasser, Kirschwasser	Substantiv	-	Branntwein aus Kirschen und Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kirsch; Kirschgeist; Kirschwasser	Kirschwasser	Kirschwasser; Kirschgeist; Kirsch	Kirschwasser; Kirschgeist; Kirsch; Schokoladentrank; Aprikosenschnaps; Kornbranntwein; Schnaps; Obstschnaps; Obstbrand
PK02535	Klecks	Klecks	Substantiv	2	ein Glas Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Weinwarm; Kranenberger
PK02772	Klicker-wasser	Klickerwasser	Substantiv	-	Selterswasser in Flaschen mit Glaskugelverschluß	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralswasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Proletariersekt; WassermitZisch; saurerSprudel	Proletariersekt; Arbeitersekt; Krimsekt; WassermitZisch; Kribbelwasser; Spritzwasser; Selterswasser; saurerSprudel; Sprudelwasser	Proletariersekt; Arbeitersekt; Krimsekt; WassermitZisch; Sprudel; Kribbelwasser; Selterswasser; Sprudelwasser; Spritzwasser; Alsterwasser; saurerSprudel; Puffbrause; Sodawasser
PK03365	Knorbel, Knurbel, Knürbel	Knorbel, Knurbel, Knürbel	Substantiv	4a	Kartoffelschnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Feuerwasser; Branntwein	Schnaps; Feuerwasser; Branntwein; Branntewein; Anisschnaps
PK03477	Knupper, Knuppert	Knupper, Knuppert	Substantiv	7a	ein Glas Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinbrand	Wein; Rebensaft; Weinbrand; Tafelwein; Weinwarm
PK03783	Koloster	Koloster	Substantiv	-	erste Milch einer Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Kuhsaft; Eselsmilch	Kuhmilch; Kuhsaft; Eselsmilch; Ziegenmilch; Milch
PK03784	Kolostral-milch	Kolostralmilch	Substantiv	-	erste Milch einer Kuh nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Kuhsaft; das Trinken	Kuhmilch; Kuhsaft; das Trinken; Milch; Drink
PK03840	Kommunist	Kommunist	Substantiv	2	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Fruchtwein
PK03926	Konrad-setz-dich	Konradsetzdich	Substantiv	-	Haustrunk, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Landwein; Weinwarm	Wein; Landwein; Weinwarm; Most; Gänsewein
PK04157	Korn-branntwein	Kornbranntwein	Substantiv	-	Branntwein aus Roggen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Korn; Kornbrand; Kornbranntwein	Kornbrand	Kornbrand; Kornbranntwein; Malzbier	Kornbrand; Kornbranntwein; Malzbier; Korn; Reisschnaps
PK04184	Korn-kaffee	Kornkaffee	Substantiv	-	aus geröstetem Roggen zubereitetes kaffeeartiges Getränk	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Kornkaffee; Malzkaffee	Kaffeeersatz; Getreidekaffee; Ersatzkaffee	Kaffeeersatz; Gerstenkaffee; Getreidekaffee; Röstkaffee; Kornkaffee; Ersatzkaffee	Kaffeeersatz; Gerstenkaffee; Getreidekaffee; Ersatzkaffee; Malzkaffee; Röstkaffee; Kornkaffee; Muckefuck
PK04205	Korn-schnaps	Kornschnaps	Substantiv	-	Branntwein aus Roggen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Korn; Kornbrand; Kornbranntwein	Kornbrand	Kornbrand; Kornbranntwein; Reisbranntwein	Kornbrand; Kornbranntwein; Reisbranntwein; Korn; Malzbier
PK04245	Koscher-most	Koschermost	Substantiv	-	aus dem elterlichen Keller von den Söhnen heimlich verkaufter Most	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Most	Most	Most; Wein; Landwein	Most; Wein; Landwein; Rebensaft; Traubenmost
PK04340	Krabbel-an-der-Wand	KrabbelanderWand	Substantiv	2	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer; Anisschnaps
PK04344	Krabbeler	Krabbeler	Substantiv	2b	Wein, der leicht trunken macht	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Trinkbares	Trinkbares; Trinkware; Wein	Trinkbares; Trinkware; Wein; Tropfen; das Trinken
PK04477	Krambambel	Krambambel	Substantiv	x2	Schnaps der Marke 'Krambambuli'	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps; Kurzer	Schnaps; Branntewein; Kurzer; Brandy	Schnaps; Branntewein; Kurzer; Feuerwasser; Branntwein; Brandy; Kranwasser
PK04481	Krambutsch	Krambutsch	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Weinbrand
PK04633	Kratzer, Krätzer	Kratzer, Krätzer	Substantiv	2c	geringer, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Gänsewein; Porter
PK04694	Kräuter-tee	Kräutertee	Substantiv	-	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee	Kräutertee	Kräutertee; Jägertee; Förstertee	Kräutertee; Jägertee; Förstertee; Hüttentee; Tee
PK04742	Kraut-tee	Krauttee	Substantiv	-	Kräutertee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee	Kräutertee	Kräutertee; Förstertee; Tee	Kräutertee; Förstertee; Tee; Jägertee; Kamillentee
PK05631	Kuh-milch, Küh-	Kuhmilch, Kühmilch	Substantiv	-	Kuhmilch, Kühmilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Eselsmilch; Milch	Kuhmilch; Eselsmilch; Milch; Trinkmilch; Schickermilch
PK05774	Kümmel	Kümmel	Substantiv	2.2a	Schnaps, gewürzt mit Kümmel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kümmelbranntwein	Kümmelbranntwein	Kümmelbranntwein; Kräuterschnaps; Kölsch	Kümmelbranntwein; Kräuterschnaps; Kölsch; Wermutschnaps; Wermutbranntwein
PK05784	Kümmel-schnaps	Kümmelschnaps	Substantiv	-	Schnaps, gewürzt mit Kümmel	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Kümmelbranntwein	Kümmelbranntwein	Kümmelbranntwein; Kornbranntwein; Kornbrand	Kümmelbranntwein; Kornbranntwein; Kornbrand; Zuckerrohrschnaps; Wermutschnaps
PK05881	Kunst-wein	Kunstwein	Substantiv	-	gepanschter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Weinbrand
PK05982	Kurzer	Kurzer	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Kurzer; Schnaps	Schnaps	Schnaps; Branntewein; Branntwein; Feuerwasser	Schnaps; Branntewein; Branntwein; Reisschnaps; Zuckerrohrschnaps; Feuerwasser; Kurzer
PK06040	Kutscher	Kutscher	Substantiv	2	geringer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Gesöff; Gänsewein
PL00084	Lackel-tackel	Lackeltackel	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Weinbrand
PL00095	Lacks-brühe, Lackels-	Lacksbrühe, Lackelsbrühe	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Gesöff; Gänsewein
PL00159	Lagageri	Lagageri	Substantiv	-	schlechter, saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Weinbrand
PL00169	Lager-bier	Lagerbier	Substantiv	x	Lagerbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Bockbier	Bier; Kellerbier; Bockbier; Leichtbier; Dunkelbier
PL00178	Lager-wein	Lagerwein	Substantiv	-	Wein, der im Faß gelagert wird, zum Lagern geeigneter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Tafelwein; Gänsewein
PL00379	Land-wein	Landwein	Substantiv	-	Landwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Landwein	Landwein	Landwein; Wein; Tafelwein	Landwein; Wein; Tafelwein; Gänsewein; Weinwarm
PL00514	Lappel-brühe	Lappelbrühe	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Weinbrand; Sauser
PL00564	Lari	Lari	Substantiv	x	Verwässertes (z.B. Kaffee, Wein, Suppe)	Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre; Wein	Caro-Kaffee; Geplämpe; Plörre; Lorke; Pumpenheimer; Kaffee	Caro-Kaffee; Kaffee; Ballerbrühe; Geplämpe; Plampel; Geschlapp; Plörre; Lurke; Lorke; Pumpenheimer; Plämpe	Caro-Kaffee; Kaffee; Ballerbrühe; Lorke; Geplämpe; Plampel; Geschlapp; Plämpe; Plempe; Plörre; Lurke; Gesöff; Pumpenheimer; Brühe
PL00750	Lauer, Läuer	Lauer, Läuer	Substantiv	3	Wein, der aus den mit Wasser eingeweichten Preßrückständengewonnen wird	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Weinwarm	Rebensaft; Wein; Weinwarm; Gänsewein; Tafelwein
PL00754	Läuer-brühe	Läuerbrühe	Substantiv	-	Tresterwein, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Weinwarm; Weinbrand
PL00755	Läuerer	Läuerer	Substantiv	-	Tresterwein, schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Gänsewein
PL00808	Laugens-brühe, Laugs-brühe	Laugensbrühe, Laugsbrühe	Substantiv	-	fades, schlechtes Getränk, bes. von Kaffee oder Wein	Getränk;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Getränk; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre; Trank; Trinkbares; das Trinken; Trunk; Wein	Kaffee; Gesöff; Lurke; das Trinken; Lorke; Brühe; Pumpenheimer	Kaffee; Lurke; Plampel; Gesöff; Caro-Kaffee; das Trinken; Geschlapp; Plörre; Getränk; Lorke; Plempe; Brühe; Trank; Pumpenheimer	Kaffee; Lurke; Plampel; Lorke; Plörre; Gesöff; Caro-Kaffee; das Trinken; Geschlapp; Geplämpe; Getränk; Drink; Trunk; Plempe; Brühe; Trank; Pumpenheimer
PL00911	Lauter-wasser	Lauterwasser	Substantiv	-	Kaiserslauterer Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Leichtbier	Bier; Kellerbier; Leichtbier; Starkbier; Bockbier
PL01170	Lehnen-wein, Lehn-wein	Lehnenwein, Lehnwein	Substantiv	-	Wein einer Hanglage	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Gänsewein	Rebensaft; Wein; Gänsewein; Weinwarm; Burgunder
PL01433	Leimen-brühe, Leim-brühe	Leimenbrühe, Leimbrühe	Substantiv	2	noch nicht ausgegorener, trüber Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer; Sauser	Sauser; Federweißer	Sauser; Federweißer; Grauburgunder; Rebensaft	Sauser; Federweißer; Grauburgunder; Weinwarm; Weißburgunder; Rebensaft; Wein
PL01924	likör	likör	Substantiv	-	likör	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Likör	Likör	Likör; Likörwein; Eierlikör	Likör; Likörwein; Eierlikör; Johannisbeerlikör; Sirup
PL01943	Limonade	Limonade	Substantiv	-	Limonade	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Limonade	Limonade	Limonade; Limo; Bier-Limonade-Mix	Limonade; Limo; Bier-Limonade-Mix; Zitronenlimonade; Orangenlimonade
PL02060	Lo-bier	Lobier	Substantiv	-	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Starkbier; Kellerbier	Bier; Starkbier; Kellerbier; Leichtbier; Radler
PL02297	Lot-bier	Lotbier	Substantiv	-	Freibier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bockbier	Bockbier; Bier; Kellerbier	Bockbier; Bier; Kellerbier; Leichtbier; Biermischgetränk
PL02673	Lutter	Lutter	Substantiv	-	Zwetschgen- oder Birnenschnaps, der zum zweitenmal gebrannt wurde	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Pflaumenbranntwein; Zwetschgenbrand; Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenwasser	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Pflaumenbranntwein	Zwetschgenschnaps; Zwetschgenbrand; Zwetschgenwasser; Pflaumenbranntwein; Aprikosenbrand; Aprikosenschnaps
PM00006	Mach-bach	Machbach	Substantiv	-	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Weinbrand
PM00007	Mach-buck	Machbuck	Substantiv	-	geringer Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Sauser; Gänsewein
PM00112	Magdalenen-brühe	Magdalenenbrühe	Substantiv	x1	aufgewärmter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Caro-Kaffee; Kaffee; Lurke; Geplämpe; Geschlapp; Plämpe	Caro-Kaffee; Kaffee; Hoppelpoppel; Lorke; Plampel; Lurke; Geplämpe; Plempe; Plämpe; Geschlapp; Gesöff	Caro-Kaffee; Kaffee; Hoppelpoppel; Ballerbrühe; Lurke; Lorke; Plampel; Geschlapp; Plempe; Geplämpe; Plämpe; Gesöff; Plörre
PM00112	Magdalenen-brühe	Magdalenenbrühe	Substantiv	x2	von einem Trinker als schwach bezeichneter Whisky	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Whiskey; Whisky	Whisky	Whisky; Whiskey; Weinbrand	Whisky; Whiskey; Weinbrand; Gin; Wodka
PM00114	Magdalenen-wasser	Magdalenenwasser	Substantiv	x	aufgewärmter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Geplämpe	Geplämpe; Plämpe; Lurke	Geplämpe; Plämpe; Lurke; Plempe; Plampel
PM00141	Magen-bitter	Magenbitter	Substantiv	-	Magenbitter	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Digestif; Magenbitter; Verdauungsschnaps	Magenbitter	Magenbitter; Digestif; Verdauungsschnaps	Magenbitter; Digestif; Verdauungsschnaps; Absinth; Wermutschnaps; Wermutbranntwein
PM00171	Mager-milch	Magermilch	Substantiv	-	entrahmte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Magermilch	haltbare Milch	haltbare Milch; H-Milch; Dosenmilch	haltbare Milch; H-Milch; Dosenmilch; saure Milch; Schickermilch
PM00457	Malz-kaffee	Malzkaffee	Substantiv	-	Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Gerstenkaffee; Getreidekaffee; Kornkaffee; Malzkaffee	Malzkaffee	Malzkaffee; Gerstenkaffee; Kornkaffee; Getreidekaffee	Malzkaffee; Gerstenkaffee; Kornkaffee; Muckefuck; Getreidekaffee; Malzbier
PM00569	Männer-milch	Männermilch	Substantiv	-	Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Gänsewein
PM00867	Märzen-bier, März-bier	Märzenbier, Märzbier	Substantiv	-	im März gebrautes Lagerbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Märzenbier	Märzenbier	Märzenbier; Kellerbier; Bockbier	Märzenbier; Kellerbier; Bockbier; Biermischgetränk; Leichtbier
PM01010	Matte	Matte	Substantiv	2.2	Sauermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Dickmilch; Sauermilch; gestandene Milch; saure Milch	Sauermilch	Sauermilch; gestandene Milch; Dickmilch; saure Milch	Sauermilch; gestandene Milch; Dickmilch; saure Milch; haltbare Milch; Magermilch
PM01211	Maurers-likör, Maurer-likör	Maurerslikör, Maurerlikör	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntewein; Branntwein	Schnaps; Branntewein; Branntwein; Feuerwasser; Kurzer
PM01216	Maurers-schnaps, Maurer-schnaps	Maurersschnaps, Maurerschnaps	Substantiv	-	minderwertiger Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Fusel; Schnaps	Fusel	Fusel; Kurzer; Branntewein; Schnaps; Feuerwasser	Fusel; Kurzer; Branntewein; Branntwein; Schnaps; Feuerwasser
PM01361	Meer-rettich	Meerrettich	Substantiv	3	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Feuerwasser	Schnaps; Branntwein; Feuerwasser; Branntewein; Kurzer
PM01688	Met	Met	Substantiv	1	selbstgebrautes Getränk aus Wasser, Honig und unvergorenem Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk	Honigwein; Met	Biermischgetränk	Biermischgetränk; Kellerbier; Bier-Limonade-Mix	Biermischgetränk; Kellerbier; Bier-Limonade-Mix; Bockbier; Bier
PM01838	Milch	Milch	Substantiv	1	Milch der Haustiere, Muttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Trinkmilch; Dosenmilch	Milch; Trinkmilch; Dosenmilch; Milchmischgetränk; Eselsmilch
PM01892	Milch-kaffee	Milchkaffee	Substantiv	-	Milchkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Milchkaffee	Milchkaffee	Milchkaffee; Milchkakao; Kaffee mit aufgeschäumter Milch	Milchkaffee; Milchkakao; Kaffee mit aufgeschäumter Milch; Milchshake; Eiskaffee
PM02033	Mineral-wasser	Mineralwasser	Substantiv	-	Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Mineralwasser	Mineralwasser; Selters; Selterswasser; Brause; Sauerbrunnen; Arbeitersekt; Sprudel; Sodawasser	Mineralwasser; Selters; Selterswasser; Brause; Soda; Sauerbrunnen; Arbeitersekt; Sprudel; Sodawasser
PM02088	Misch-kaffee	Mischkaffee	Substantiv	-	Mischung aus Bohnen- und Malzkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Bohnenkaffee; Gerstenkaffee; Getreidekaffee; Kornkaffee; Malzkaffee	Kornkaffee; Bohnenkaffee	Kornkaffee; Gerstenkaffee; Malzkaffee; Bohnenkaffee; Fruchtkaffee; Röstkaffee	Kornkaffee; Gerstenkaffee; Malzkaffee; Getreidekaffee; Muckefuck; Bohnenkaffee; Fruchtkaffee; Röstkaffee; Ersatzkaffee
PM02468	Mockel	Mockel	Substantiv	1	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Weinwarm; Fruchtwein
PM02726	Moppel, Möppel	Moppel, Möppel	Substantiv	8	geringwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Weinwarm	Wein; Rebensaft; Weinwarm; Tafelwein; Weinbrand
PM02731	Mops, Moppes	Mops, Moppes	Substantiv	6	Tresterwein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Fruchtwein	Fruchtwein; Obstwein; Tafelwein	Fruchtwein; Obstwein; Tafelwein; Rebensaft; Wein
PM02853	Morgen-kaffee	Morgenkaffee	Substantiv	-	Morgenkaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kinderkaffee	Kinderkaffee; Caro-Kaffee; Kaffee	Kinderkaffee; Caro-Kaffee; Kaffee; Blümchenkaffee; Bodenseekaffee
PM02919	Mosel	Mosel	Substantiv	2	Moselwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Portwein	Wein; Rebensaft; Portwein; Gänsewein; Tafelwein
